sku_original,competidor,marca,categoria,nombre_producto,url_producto,precio_regular,precio_oferta,cuotas,hay_stock
FRA-cochecito-de-bebe-paraguita-mu-reforzado,Fravega,OTRAS,Bebés y Primera Infancia,Cochecito de Bebe Paraguita MU Reforzado Color Gris,https://www.fravega.com/p/cochecito-de-bebe-paraguita-mu-reforzado-color-gris-680669/,99999.0,49999.0,1,True
FRA-butaca-sillita-para-auto-ninos-de-9-a-36,Fravega,OTRAS,Bebés y Primera Infancia,Butaca Sillita para Auto Ninos de 9 a 36 kg,https://www.fravega.com/p/butaca-sillita-para-auto-ninos-de-9-a-36-kg-680827/,139999.0,79999.0,1,True
FRA-practicuna-love-beige-893-colchon-de-reg,Fravega,OTRAS,Bebés y Primera Infancia,Practicuna Love Beige 893 + Colchón de regalo,https://www.fravega.com/p/practicuna-love-beige-893-colchon-de-regalo-681170/,199999.0,129999.0,1,True
FRA-coche-cuna-love-172-negro-680004,Fravega,OTRAS,Bebés y Primera Infancia,Coche Cuna Love 172 Negro,https://www.fravega.com/p/coche-cuna-love-172-negro-680004/,399999.0,179999.0,1,True
FRA-caminador-con-musica-bebesit-1226-celest,Fravega,OTRAS,Bebés y Primera Infancia,Caminador con Música Bebesit 1226 Celeste,https://www.fravega.com/p/caminador-con-musica-bebesit-1226-celeste-680445/,69999.0,44999.0,1,True
FRA-combo-banera-plegable-adaptador-termomet,Fravega,OTRAS,Bebés y Primera Infancia,Combo Bañera Plegable Adaptador Termometro Electronico Love B340 Gris,https://www.fravega.com/p/combo-banera-plegable-adaptador-termometro-electronico-love-b340-gris-21183849/,76400.0,61099.0,1,True
FRA-baby-call-gadnic-con-camara-vision-noctu,Fravega,OTRAS,Bebés y Primera Infancia,"Baby Call Gadnic con Cámara Visión Nocturna a Color 3,2"" Temperatura Ambiente",https://www.fravega.com/p/baby-call-gadnic-con-camara-vision-nocturna-a-color-3-2-temperatura-ambiente-20056044/,202799.0,155999.0,1,True
FRA-colchoneta-de-bebe-gadnic-gimnasio-music,Fravega,OTRAS,Bebés y Primera Infancia,Colchoneta de Bebe Gadnic Gimnasio Musical,https://www.fravega.com/p/colchoneta-de-bebe-gadnic-gimnasio-musical-990165631/,55769.0,42899.0,1,True
FRA-esterilizador-a-vapor-para-microondas-av,Fravega,OTRAS,Bebés y Primera Infancia,Esterilizador a vapor para microondas AVENT SCF28102,https://www.fravega.com/p/esterilizador-a-vapor-para-microondas-avent-scf28102-680151/,89999.0,64999.0,1,True
FRA-sacaleche-manual-gadnic-brp00104-150ml-9,Fravega,OTRAS,Bebés y Primera Infancia,Sacaleche Manual Gadnic BRP00104 150ml,https://www.fravega.com/p/sacaleche-manual-gadnic-brp00104-150ml-990068128/,32304.0,24849.0,1,True
FRA-alfombra-sensorial-inflable-con-agua-y-a,Fravega,OTRAS,Bebés y Primera Infancia,Alfombra Sensorial Inflable con Agua y Aire Love 4230 Peces,https://www.fravega.com/p/alfombra-sensorial-inflable-con-agua-y-aire-love-4230-peces-680591/,10999.0,6999.0,1,True
FRA-corralito-gimnasio-para-bebe-love-hex-gr,Fravega,OTRAS,Bebés y Primera Infancia,Corralito Gimnasio Para Bebé Love Hex Gris 880,https://www.fravega.com/p/corralito-gimnasio-para-bebe-love-hex-gris-880-680908/,69999.0,49999.0,1,True
FRA-cuna-colecho-convertible-5-1-escritorio-,Fravega,OTRAS,Bebés y Primera Infancia,Cuna Colecho Convertible 5 En 1 Escritorio + Placard + Chifonier,https://www.fravega.com/p/cuna-colecho-convertible-5-1-escritorio-placard-chifonier-21255998/,710000.0,576400.0,1,True
FRA-colchon-de-cuna-60x120x10-21500208,Fravega,OTRAS,Bebés y Primera Infancia,Colchón De Cuna 60x120x10,https://www.fravega.com/p/colchon-de-cuna-60x120x10-21500208/,66419.89,46493.93,1,True
FRA-colchon-80x140x10-cuna-funcional--215002,Fravega,OTRAS,Bebés y Primera Infancia,Colchón 80x140x10 Cuna Funcional,https://www.fravega.com/p/colchon-80x140x10-cuna-funcional--21500217/,99409.16,69586.41,1,True
FRA-corralito-plegable-bebe-hexagonal-mawe-b,Fravega,OTRAS,Bebés y Primera Infancia,Corralito Plegable Bebe Hexagonal Mawe by Gadnic Tela Oxford 210D,https://www.fravega.com/p/corralito-plegable-bebe-hexagonal-mawe-by-gadnic-tela-oxford-210d-990290154/,80339.0,61799.0,1,True
FRA-mosquitero-para-cochecito-o-cuna-univers,Fravega,OTRAS,Bebés y Primera Infancia,Mosquitero para Cochecito o Cuna Universal Love 2730,https://www.fravega.com/p/mosquitero-para-cochecito-o-cuna-universal-love-2730-50005433/,15000.0,11999.0,1,True
FRA-vibrador-para-cuna-love-800-negro-500055,Fravega,OTRAS,Bebés y Primera Infancia,Vibrador para Cuna Love 800 Negro,https://www.fravega.com/p/vibrador-para-cuna-love-800-negro-50005528/,17000.0,13599.0,1,True
FRA-practicuna-colecho-bebesit-celeste-50039,Fravega,OTRAS,Bebés y Primera Infancia,Practicuna Colecho Bebesit Celeste,https://www.fravega.com/p/practicuna-colecho-bebesit-celeste-50039696/,256198.0,187207.99,1,True
FRA-practicuna-colecho-bebesit-gris-50039698,Fravega,OTRAS,Bebés y Primera Infancia,Practicuna Colecho Bebesit Gris,https://www.fravega.com/p/practicuna-colecho-bebesit-gris-50039698/,256198.0,187207.99,1,True
FRA-corralito-desmontable-love-880-rosa-2120,Fravega,OTRAS,Bebés y Primera Infancia,Corralito Desmontable Love 880  Rosa,https://www.fravega.com/p/corralito-desmontable-love-880-rosa-21202587/,83700.0,66899.0,1,True
FRA-corralito-desmontable-love-881-con-pelot,Fravega,OTRAS,Bebés y Primera Infancia,Corralito Desmontable Love 881 con Pelotitas y Aro Negro,https://www.fravega.com/p/corralito-desmontable-love-881-con-pelotitas-y-aro-negro-21202596/,111000.0,88799.0,1,True
FRA-cuna-colecho-convertible-5-1-escritorio-,Fravega,OTRAS,Bebés y Primera Infancia,Cuna Colecho Convertible 5 en 1 Escritorio Con Colchon,https://www.fravega.com/p/cuna-colecho-convertible-5-1-escritorio-con-colchon--21215810/,384900.0,291600.0,1,True
FRA-cuna-multifuncion-colecho-escritorio-con,Fravega,OTRAS,Bebés y Primera Infancia,Cuna Multifunción Colecho Escritorio Con Colchon De 100x50,https://www.fravega.com/p/cuna-multifuncion-colecho-escritorio-con-colchon-de-100x50-21216331/,389500.0,295100.0,1,True
